tweet_id,username,content,timestamp,likes,retweets,replies,hashtags,mentions,source_hashtag,scraped_at,cashtags,date
"MarketMaverick|2026-09-05T01:05:24.784493+00:00|Sideways action continues on #sensex, 49",MarketMaverick,"Sideways action continues on #sensex, 49764-49314 range holding Kya lagta hai aap logo ka?",2026-09-05 01:05:24.784493+00:00,0,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.293443+00:00,[],2026-09-05
"MarketMaverick|2026-09-04T21:59:07.175015+00:00|Low volume day for #nifty50, market awai",MarketMaverick,"Low volume day for #nifty50, market awaiting 23326 confirmation Let's see how it closes. TCS also in focus.",2026-09-04 21:59:07.175015+00:00,15,3,2,['nifty50'],[],nifty50,2026-09-05 19:16:04.304078+00:00,[],2026-09-04
dalalstreet_diary|2026-09-05T08:42:25.033592+00:00|Short positions added on #intraday below,dalalstreet_diary,"Short positions added on #intraday below 22871, target 23171",2026-09-05 08:42:25.033592+00:00,8,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.304571+00:00,[],2026-09-05
"algo_anil|2026-09-04T23:07:06.426876+00:00|बाजार में तेजी है, 48079 के ऊपर खरीदारी ",algo_anil,"बाजार में तेजी है, 48079 के ऊपर खरीदारी का मौका #intraday DYOR.",2026-09-04 23:07:06.426876+00:00,12,1,2,"['intraday', 'sensex']",[],intraday,2026-09-05 19:16:04.310197+00:00,[],2026-09-04
"intraday_ishaan|2026-09-05T14:10:47.615211+00:00|#nifty50 looking strong today, breakout ",intraday_ishaan,"#nifty50 looking strong today, breakout above 50633, target 50333 RBI policy day today.",2026-09-05 14:10:47.615211+00:00,6,0,0,"['nifty50', 'sensex']",[],nifty50,2026-09-05 19:16:04.305437+00:00,[],2026-09-05
"chartwizard|2026-09-05T11:19:12.072065+00:00|FIIs buying heavily today, #sensex could",chartwizard,"FIIs buying heavily today, #sensex could test 23155 by expiry Budget session ahead, stay alert.",2026-09-05 11:19:12.072065+00:00,5,1,0,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.270993+00:00,[],2026-09-05
"riskmanager_99|2026-09-04T23:10:19.862109+00:00|Global markets weak overnight, #banknift",riskmanager_99,"Global markets weak overnight, #banknifty may gap down below 50303 Kya lagta hai aap logo ka?",2026-09-04 23:10:19.862109+00:00,0,0,0,['banknifty'],['user_ab2654'],banknifty,2026-09-05 19:16:04.300196+00:00,[],2026-09-04
"the_bear_desk|2026-09-04T19:44:38.406813+00:00|#banknifty forming lower lows, 47763 sup",the_bear_desk,"#banknifty forming lower lows, 47763 support gone, next target 47143 Budget session ahead, stay alert.",2026-09-04 19:44:38.406813+00:00,4,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.274897+00:00,[],2026-09-04
"intraday_ishaan|2026-09-04T22:59:35.316442+00:00|Market crash ho sakta hai, 47995 ka supp",intraday_ishaan,"Market crash ho sakta hai, 47995 ka support toot gaya, bearish on #sensex #stockmarket #trading ICICI Bank also in focus.",2026-09-04 22:59:35.316442+00:00,3,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.313167+00:00,[],2026-09-04
"bull_on_dalal_st|2026-09-04T22:20:46.575817+00:00|#nifty50 consolidating near 48654, need ",bull_on_dalal_st,"#nifty50 consolidating near 48654, need a breakout either side Kya lagta hai aap logo ka?",2026-09-04 22:20:46.575817+00:00,9,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.274115+00:00,[],2026-09-04
"trader_raj|2026-09-05T12:49:02.626797+00:00|Sensex rally continues, 48937 support ho",trader_raj,"Sensex rally continues, 48937 support holding well. Long positions looking good #banknifty Keep an eye on FII/DII data.",2026-09-05 12:49:02.626797+00:00,9,0,1,"['banknifty', 'nifty50']",[],banknifty,2026-09-05 19:16:04.288374+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T13:22:53.027422+00:00|Sensex rally continues, 23049 support ho",sensex_scalper,"Sensex rally continues, 23049 support holding well. Long positions looking good #nifty50 #stockmarket #trading",2026-09-05 13:22:53.027422+00:00,12,1,1,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.261478+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T14:25:04.261060+00:00|Sensex rally continues, 48294 support ho-dup",sensex_scalper,"Sensex rally continues, 48294 support holding well. Long positions looking good #sensex DYOR.",2026-09-05 14:25:04.261060+00:00,5,1,0,['sensex'],[],sensex,2026-09-05 19:16:04.314933+00:00,[],2026-09-05
"quant_priya|2026-09-05T16:54:58.884470+00:00|FIIs selling continuously, #intraday wea",quant_priya,"FIIs selling continuously, #intraday weak below 48858 TCS also in focus.",2026-09-05 16:54:58.884470+00:00,6,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.253476+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T06:54:13.201834+00:00|आज #banknifty में भारी गिरावट, 49826 का ",bull_on_dalal_st,"आज #banknifty में भारी गिरावट, 49826 का सपोर्ट टूटा",2026-09-05 06:54:13.201834+00:00,8,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.300320+00:00,[],2026-09-05
"intraday_ishaan|2026-09-05T11:39:10.811436+00:00|आज #intraday में जबरदस्त तेजी, 48263 का ",intraday_ishaan,"आज #intraday में जबरदस्त तेजी, 48263 का स्तर पार Thoughts? TCS also in focus.",2026-09-05 11:39:10.811436+00:00,9,2,1,['intraday'],[],intraday,2026-09-05 19:16:04.265028+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T02:46:46.836907+00:00|FIIs buying heavily today, #intraday cou",bull_on_dalal_st,"FIIs buying heavily today, #intraday could test 22681 by expiry Let's see how it closes.",2026-09-05 02:46:46.836907+00:00,10,2,0,['intraday'],['user_51217d'],intraday,2026-09-05 19:16:04.254847+00:00,[],2026-09-05
"trader_raj|2026-09-05T00:03:58.552929+00:00|#intraday consolidating near 23463, need",trader_raj,"#intraday consolidating near 23463, need a breakout either side #stockmarket #trading",2026-09-05 00:03:58.552929+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.311435+00:00,[],2026-09-05
"niftyguru|2026-09-05T11:55:54.567626+00:00|Watching #intraday closely, no clear tre",niftyguru,"Watching #intraday closely, no clear trend yet. What's everyone's view on 47825? DYOR.",2026-09-05 11:55:54.567626+00:00,10,2,1,['intraday'],[],intraday,2026-09-05 19:16:04.298752+00:00,[],2026-09-05
"intraday_ishaan|2026-09-04T23:58:31.973254+00:00|Low volume day for #banknifty, market aw",intraday_ishaan,"Low volume day for #banknifty, market awaiting 23359 confirmation DYOR.",2026-09-04 23:58:31.973254+00:00,0,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.274101+00:00,[],2026-09-04
sensex_scalper|2026-09-05T18:22:19.503716+00:00|#sensex range-bound between 21565 and 21,sensex_scalper,"#sensex range-bound between 21565 and 21865 today, waiting for a clear direction #optionstrading #dalalstreet",2026-09-05 18:22:19.503716+00:00,15,3,2,['sensex'],[],sensex,2026-09-05 19:16:04.306480+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T02:50:50.094016+00:00|Sideways action continues on #intraday, ",the_bear_desk,"Sideways action continues on #intraday, 22541-23161 range holding RBI policy day today.",2026-09-05 02:50:50.094016+00:00,10,1,1,"['intraday', 'banknifty']",[],intraday,2026-09-05 19:16:04.278686+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T15:20:48.685109+00:00|Watching #sensex closely, no clear trend",banknifty_baba,"Watching #sensex closely, no clear trend yet. What's everyone's view on 50461? Let's see how it closes.",2026-09-05 15:20:48.685109+00:00,8,2,0,['sensex'],['user_2b3389'],sensex,2026-09-05 19:16:04.303476+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-04T19:50:13.628581+00:00|#banknifty showing higher highs, 22212 b",bull_on_dalal_st,"#banknifty showing higher highs, 22212 broken with volume, next stop 22362 Kya lagta hai aap logo ka?",2026-09-04 19:50:13.628581+00:00,3,0,0,"['banknifty', 'nifty50']",[],banknifty,2026-09-05 19:16:04.279945+00:00,[],2026-09-04
"options_owl|2026-09-04T18:59:37.289963+00:00|#banknifty forming lower lows, 47750 sup",options_owl,"#banknifty forming lower lows, 47750 support gone, next target 48370 NFA.",2026-09-04 18:59:37.289963+00:00,9,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.298261+00:00,[],2026-09-04
"dalalstreet_diary|2026-09-05T18:03:45.326246+00:00|Gap up opening expected for #intraday, 2",dalalstreet_diary,"Gap up opening expected for #intraday, 22075 is the level to watch Options data suggests the same.",2026-09-05 18:03:45.326246+00:00,13,2,0,"['intraday', 'banknifty']",[],intraday,2026-09-05 19:16:04.296444+00:00,[],2026-09-05
"trader_raj|2026-09-05T02:07:02.383956+00:00|Buy the dip on 48170, 48790 target for s",trader_raj,"Buy the dip on 48170, 48790 target for swing trade #nifty50 $NIFTY Budget session ahead, stay alert.",2026-09-05 02:07:02.383956+00:00,4,0,0,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.301767+00:00,['NIFTY'],2026-09-05
"swing_trader_in|2026-09-05T14:27:20.334505+00:00|FIIs buying heavily today, #intraday cou",swing_trader_in,"FIIs buying heavily today, #intraday could test 49977 by expiry Budget session ahead, stay alert.",2026-09-05 14:27:20.334505+00:00,6,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.303685+00:00,[],2026-09-05
"chartwizard|2026-09-05T14:24:32.074869+00:00|Sell on rise strategy for #intraday, res",chartwizard,"Sell on rise strategy for #intraday, resistance at 23144 not breaking Volume bhi zyada hai aaj.",2026-09-05 14:24:32.074869+00:00,12,1,1,['intraday'],[],intraday,2026-09-05 19:16:04.311762+00:00,[],2026-09-05
"trader_raj|2026-09-04T22:34:18.996148+00:00|Watching #banknifty closely, no clear tr",trader_raj,"Watching #banknifty closely, no clear trend yet. What's everyone's view on 21714?",2026-09-04 22:34:18.996148+00:00,12,2,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.290999+00:00,[],2026-09-04
"swing_trader_in|2026-09-05T14:12:49.783593+00:00|Gap up opening expected for #sensex, 509",swing_trader_in,"Gap up opening expected for #sensex, 50913 is the level to watch DYOR.",2026-09-05 14:12:49.783593+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.255216+00:00,[],2026-09-05
intraday_ishaan|2026-09-05T17:52:35.530133+00:00|Positional buy initiated on #sensex abov,intraday_ishaan,"Positional buy initiated on #sensex above 48876, SL below 49326 ICICI Bank also in focus.",2026-09-05 17:52:35.530133+00:00,14,0,0,['sensex'],['user_32358b'],sensex,2026-09-05 19:16:04.301837+00:00,[],2026-09-05
dalalstreet_diary|2026-09-05T16:12:00.805058+00:00|Nifty ne resistance todi! bullish moment,dalalstreet_diary,"Nifty ne resistance todi! bullish momentum building, 22903 ke upar accumulate karo #banknifty #optionstrading #dalalstreet",2026-09-05 16:12:00.805058+00:00,3,0,0,"['banknifty', 'sensex']",['user_e87f89'],banknifty,2026-09-05 19:16:04.293346+00:00,[],2026-09-05
"quant_priya|2026-09-05T11:54:25.291422+00:00|आज #sensex में जबरदस्त तेजी, 48454 का स्",quant_priya,"आज #sensex में जबरदस्त तेजी, 48454 का स्तर पार RBI policy day today.",2026-09-05 11:54:25.291422+00:00,14,2,2,['sensex'],[],sensex,2026-09-05 19:16:04.294647+00:00,[],2026-09-05
options_owl|2026-09-05T02:51:34.831419+00:00|Short positions added on #nifty50 below ,options_owl,"Short positions added on #nifty50 below 49405, target 50025",2026-09-05 02:51:34.831419+00:00,8,2,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.267598+00:00,[],2026-09-05
"chartwizard|2026-09-05T16:19:10.544628+00:00|Sell on rise strategy for #intraday, res",chartwizard,"Sell on rise strategy for #intraday, resistance at 21761 not breaking NFA.",2026-09-05 16:19:10.544628+00:00,15,3,2,['intraday'],['user_aa85a1'],intraday,2026-09-05 19:16:04.307268+00:00,[],2026-09-05
"MarketMaverick|2026-09-05T04:09:59.156833+00:00|Market crash ho sakta hai, 50805 ka supp",MarketMaverick,"Market crash ho sakta hai, 50805 ka support toot gaya, bearish on #nifty50 ITC also in focus.",2026-09-05 04:09:59.156833+00:00,2,0,0,"['nifty50', 'intraday']",['user_2d1064'],nifty50,2026-09-05 19:16:04.302986+00:00,[],2026-09-05
"MarketMaverick|2026-09-04T22:38:17.989301+00:00|#nifty50 consolidating near 21675, need -dup",MarketMaverick,"#nifty50 consolidating near 21675, need a breakout either side",2026-09-04 22:38:17.989301+00:00,8,1,1,['nifty50'],['user_bbcd8c'],nifty50,2026-09-05 19:16:04.314894+00:00,[],2026-09-04
"riskmanager_99|2026-09-05T07:15:20.062807+00:00|बाजार में तेजी है, 22910 के ऊपर खरीदारी ",riskmanager_99,"बाजार में तेजी है, 22910 के ऊपर खरीदारी का मौका #sensex Kya lagta hai aap logo ka?",2026-09-05 07:15:20.062807+00:00,8,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.280272+00:00,[],2026-09-05
"options_owl|2026-09-05T01:11:28.665118+00:00|FIIs buying heavily today, #banknifty co",options_owl,"FIIs buying heavily today, #banknifty could test 22253 by expiry NFA.",2026-09-05 01:11:28.665118+00:00,6,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.257702+00:00,[],2026-09-05
"trader_raj|2026-09-04T20:09:35.278591+00:00|Mixed signals on #sensex today, 49893 ac",trader_raj,"Mixed signals on #sensex today, 49893 acting as a pivot",2026-09-04 20:09:35.278591+00:00,4,0,0,"['sensex', 'intraday']",[],sensex,2026-09-05 19:16:04.295488+00:00,[],2026-09-04
"dalalstreet_diary|2026-09-05T14:40:41.793684+00:00|Gap up opening expected for #nifty50, 22",dalalstreet_diary,"Gap up opening expected for #nifty50, 22212 is the level to watch DYOR. Reliance also in focus.",2026-09-05 14:40:41.793684+00:00,11,0,0,['nifty50'],['user_76aef5'],nifty50,2026-09-05 19:16:04.307435+00:00,[],2026-09-05
"MarketMaverick|2026-09-04T22:03:58.842192+00:00|#intraday forming lower lows, 49663 supp",MarketMaverick,"#intraday forming lower lows, 49663 support gone, next target 49213",2026-09-04 22:03:58.842192+00:00,5,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.274700+00:00,[],2026-09-04
"niftyguru|2026-09-05T10:05:29.803697+00:00|Market crash ho sakta hai, 47534 ka supp",niftyguru,"Market crash ho sakta hai, 47534 ka support toot gaya, bearish on #intraday",2026-09-05 10:05:29.803697+00:00,8,1,1,"['intraday', 'nifty50']",[],intraday,2026-09-05 19:16:04.306118+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T10:31:20.273858+00:00|Gap up opening expected for #intraday, 2",banknifty_baba,"Gap up opening expected for #intraday, 21615 is the level to watch NFA.",2026-09-05 10:31:20.273858+00:00,2,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.279475+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T16:17:18.079233+00:00|Watching #intraday closely, no clear tre",riskmanager_99,"Watching #intraday closely, no clear trend yet. What's everyone's view on 50979? Thoughts?",2026-09-05 16:17:18.079233+00:00,12,0,1,['intraday'],[],intraday,2026-09-05 19:16:04.277106+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T05:40:20.926889+00:00|#nifty50 looking strong today, breakout ",bull_on_dalal_st,"#nifty50 looking strong today, breakout above 49368, target 49218",2026-09-05 05:40:20.926889+00:00,3,0,0,['nifty50'],['user_5ae6f6'],nifty50,2026-09-05 19:16:04.276017+00:00,[],2026-09-05
swing_trader_in|2026-09-05T16:46:41.270616+00:00|Profit booking seen in #banknifty near 2,swing_trader_in,"Profit booking seen in #banknifty near 22260, caution advised",2026-09-05 16:46:41.270616+00:00,1,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.308950+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T02:01:15.248536+00:00|Mixed signals on #sensex today, 22958 ac",bull_on_dalal_st,"Mixed signals on #sensex today, 22958 acting as a pivot #stockmarket #trading",2026-09-05 02:01:15.248536+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.308863+00:00,[],2026-09-05
"algo_anil|2026-09-05T06:10:35.348091+00:00|Panic selling in #intraday, 48535 breakd",algo_anil,"Panic selling in #intraday, 48535 breakdown confirmed, stop loss hit RBI policy day today.",2026-09-05 06:10:35.348091+00:00,10,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.277510+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-04T22:51:06.888908+00:00|Buy the dip on 47646, 47496 target for s",dalalstreet_diary,"Buy the dip on 47646, 47496 target for swing trade #sensex $NIFTY Volume bhi zyada hai aaj.",2026-09-04 22:51:06.888908+00:00,15,2,2,['sensex'],[],sensex,2026-09-05 19:16:04.282128+00:00,['NIFTY'],2026-09-04
swing_trader_in|2026-09-05T06:58:49.934358+00:00|Nifty ne resistance todi! bullish moment,swing_trader_in,"Nifty ne resistance todi! bullish momentum building, 22548 ke upar accumulate karo #sensex Kya lagta hai aap logo ka?",2026-09-05 06:58:49.934358+00:00,14,2,1,"['sensex', 'banknifty']",[],sensex,2026-09-05 19:16:04.293993+00:00,[],2026-09-05
"niftyguru|2026-09-05T18:40:04.644455+00:00|बाजार में तेजी है, 48003 के ऊपर खरीदारी ",niftyguru,"बाजार में तेजी है, 48003 के ऊपर खरीदारी का मौका #nifty50 #stockmarket #trading",2026-09-05 18:40:04.644455+00:00,15,3,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.289751+00:00,[],2026-09-05
bull_on_dalal_st|2026-09-05T14:26:38.537072+00:00|Nifty ne resistance todi! bullish moment,bull_on_dalal_st,"Nifty ne resistance todi! bullish momentum building, 50621 ke upar accumulate karo #intraday #stockmarket #trading TCS also in focus.",2026-09-05 14:26:38.537072+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.288163+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T03:05:19.166066+00:00|#sensex breaking down below 49173, expec",riskmanager_99,"#sensex breaking down below 49173, expecting further downside to 49023 Thoughts?",2026-09-05 03:05:19.166066+00:00,0,0,0,"['sensex', 'sensex']",[],sensex,2026-09-05 19:16:04.285600+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T18:17:05.016491+00:00|#nifty50 update: flat session so far, vo",sensex_scalper,"#nifty50 update: flat session so far, volumes low ahead of RBI policy Keep an eye on FII/DII data. ICICI Bank also in focus.",2026-09-05 18:17:05.016491+00:00,13,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.303221+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T13:21:50.446469+00:00|बाजार में तेजी है, 22432 के ऊपर खरीदारी -dup",the_bear_desk,"बाजार में तेजी है, 22432 के ऊपर खरीदारी का मौका #intraday Volume bhi zyada hai aaj.",2026-09-05 13:21:50.446469+00:00,14,2,2,['intraday'],[],intraday,2026-09-05 19:16:04.315037+00:00,[],2026-09-05
"sensex_scalper|2026-09-04T18:54:35.943465+00:00|Gap up opening expected for #sensex, 495",sensex_scalper,"Gap up opening expected for #sensex, 49536 is the level to watch #stockmarket #trading",2026-09-04 18:54:35.943465+00:00,6,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.253259+00:00,[],2026-09-04
"intraday_ishaan|2026-09-05T12:11:56.357984+00:00|बाजार में तेजी है, 49413 के ऊपर खरीदारी -dup",intraday_ishaan,"बाजार में तेजी है, 49413 के ऊपर खरीदारी का मौका #intraday Kya lagta hai aap logo ka? TCS also in focus.",2026-09-05 12:11:56.357984+00:00,10,1,0,['intraday'],['user_3850f6'],intraday,2026-09-05 19:16:04.313610+00:00,[],2026-09-05
MarketMaverick|2026-09-05T13:43:24.487367+00:00|Positional buy initiated on #intraday ab,MarketMaverick,"Positional buy initiated on #intraday above 50410, SL below 50710 Options data suggests the same.",2026-09-05 13:43:24.487367+00:00,13,3,1,"['intraday', 'banknifty']",[],intraday,2026-09-05 19:16:04.274308+00:00,[],2026-09-05
chartwizard|2026-09-05T17:50:31.036916+00:00|Nifty ne resistance todi! bullish moment,chartwizard,"Nifty ne resistance todi! bullish momentum building, 50180 ke upar accumulate karo #banknifty #stockmarket #trading",2026-09-05 17:50:31.036916+00:00,4,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.273654+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T05:23:30.645415+00:00|Watching #intraday closely, no clear tre",the_bear_desk,"Watching #intraday closely, no clear trend yet. What's everyone's view on 48784? Budget session ahead, stay alert.",2026-09-05 05:23:30.645415+00:00,5,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.263846+00:00,[],2026-09-05
"niftyguru|2026-09-05T12:26:41.981877+00:00|FIIs buying heavily today, #banknifty co",niftyguru,"FIIs buying heavily today, #banknifty could test 48379 by expiry #optionstrading #dalalstreet",2026-09-05 12:26:41.981877+00:00,7,1,0,"['banknifty', 'nifty50']",[],banknifty,2026-09-05 19:16:04.291023+00:00,[],2026-09-05
trader_raj|2026-09-05T03:04:46.397637+00:00|Short positions added on #nifty50 below ,trader_raj,"Short positions added on #nifty50 below 22501, target 22651 Options data suggests the same.",2026-09-05 03:04:46.397637+00:00,7,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.293541+00:00,[],2026-09-05
"trader_raj|2026-09-04T23:47:52.080481+00:00|Sensex rally continues, 22993 support ho",trader_raj,"Sensex rally continues, 22993 support holding well. Long positions looking good #sensex #optionstrading #dalalstreet",2026-09-04 23:47:52.080481+00:00,2,0,0,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.268275+00:00,[],2026-09-04
"sensex_scalper|2026-09-04T22:36:01.582514+00:00|आज #sensex में जबरदस्त तेजी, 49966 का स्",sensex_scalper,"आज #sensex में जबरदस्त तेजी, 49966 का स्तर पार Volume bhi zyada hai aaj. Tata Motors also in focus.",2026-09-04 22:36:01.582514+00:00,13,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.305205+00:00,[],2026-09-04
"MarketMaverick|2026-09-05T05:21:42.346742+00:00|Sell on rise strategy for #intraday, res",MarketMaverick,"Sell on rise strategy for #intraday, resistance at 48081 not breaking DYOR.",2026-09-05 05:21:42.346742+00:00,4,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.256456+00:00,[],2026-09-05
"niftyguru|2026-09-05T09:32:44.464327+00:00|बाजार में तेजी है, 22832 के ऊपर खरीदारी ",niftyguru,"बाजार में तेजी है, 22832 के ऊपर खरीदारी का मौका #nifty50 NFA. ITC also in focus.",2026-09-05 09:32:44.464327+00:00,12,3,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.285545+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T00:00:58.498054+00:00|Sideways action continues on #nifty50, 4-dup",sensex_scalper,"Sideways action continues on #nifty50, 48572-48422 range holding DYOR.",2026-09-05 00:00:58.498054+00:00,10,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.314873+00:00,[],2026-09-05
"chartwizard|2026-09-04T23:19:51.844804+00:00|बाजार में तेजी है, 50541 के ऊपर खरीदारी ",chartwizard,"बाजार में तेजी है, 50541 के ऊपर खरीदारी का मौका #intraday Volume bhi zyada hai aaj.",2026-09-04 23:19:51.844804+00:00,13,3,1,['intraday'],['user_4ab25b'],intraday,2026-09-05 19:16:04.299389+00:00,[],2026-09-04
"trader_raj|2026-09-05T11:39:37.390120+00:00|#sensex looking strong today, breakout a",trader_raj,"#sensex looking strong today, breakout above 22472, target 21852 #stockmarket #trading",2026-09-05 11:39:37.390120+00:00,9,2,1,['sensex'],[],sensex,2026-09-05 19:16:04.273588+00:00,[],2026-09-05
"chartwizard|2026-09-04T22:46:14.938437+00:00|Market crash ho sakta hai, 23208 ka supp",chartwizard,"Market crash ho sakta hai, 23208 ka support toot gaya, bearish on #nifty50 Keep an eye on FII/DII data.",2026-09-04 22:46:14.938437+00:00,12,2,2,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.302480+00:00,[],2026-09-04
intraday_ishaan|2026-09-05T00:10:54.814015+00:00|Short positions added on #nifty50 below ,intraday_ishaan,"Short positions added on #nifty50 below 49108, target 48658",2026-09-05 00:10:54.814015+00:00,2,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.296492+00:00,[],2026-09-05
"options_owl|2026-09-05T01:01:30.738147+00:00|मंदी का माहौल है बाज़ार में, 48194 से नी",options_owl,"मंदी का माहौल है बाज़ार में, 48194 से नीचे बिकवाली तेज #banknifty",2026-09-05 01:01:30.738147+00:00,10,2,1,"['banknifty', 'nifty50']",[],banknifty,2026-09-05 19:16:04.297406+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T05:59:47.559551+00:00|#intraday consolidating near 21860, need",dalalstreet_diary,"#intraday consolidating near 21860, need a breakout either side #optionstrading #dalalstreet",2026-09-05 05:59:47.559551+00:00,11,0,2,['intraday'],[],intraday,2026-09-05 19:16:04.283939+00:00,[],2026-09-05
"quant_priya|2026-09-04T21:35:52.189006+00:00|#intraday forming lower lows, 49988 supp",quant_priya,"#intraday forming lower lows, 49988 support gone, next target 50288 Budget session ahead, stay alert.",2026-09-04 21:35:52.189006+00:00,2,0,0,"['intraday', 'intraday']",['user_c22a56'],intraday,2026-09-05 19:16:04.309066+00:00,[],2026-09-04
"swing_trader_in|2026-09-05T18:04:07.852797+00:00|बाजार में तेजी है, 21553 के ऊपर खरीदारी ",swing_trader_in,"बाजार में तेजी है, 21553 के ऊपर खरीदारी का मौका #sensex Keep an eye on FII/DII data.",2026-09-05 18:04:07.852797+00:00,7,1,1,['sensex'],[],sensex,2026-09-05 19:16:04.302360+00:00,[],2026-09-05
"riskmanager_99|2026-09-04T20:43:46.264694+00:00|Global cues supportive, #nifty50 likely ",riskmanager_99,"Global cues supportive, #nifty50 likely to open above 48556 tomorrow NFA.",2026-09-04 20:43:46.264694+00:00,15,3,0,"['nifty50', 'sensex']",[],nifty50,2026-09-05 19:16:04.298090+00:00,[],2026-09-04
"intraday_ishaan|2026-09-05T07:07:06.999223+00:00|Global cues supportive, #sensex likely t",intraday_ishaan,"Global cues supportive, #sensex likely to open above 22076 tomorrow",2026-09-05 07:07:06.999223+00:00,10,2,1,"['sensex', 'banknifty']",[],sensex,2026-09-05 19:16:04.301808+00:00,[],2026-09-05
"quant_priya|2026-09-05T09:34:33.266085+00:00|Panic selling in #nifty50, 50314 breakdo",quant_priya,"Panic selling in #nifty50, 50314 breakdown confirmed, stop loss hit Kya lagta hai aap logo ka?",2026-09-05 09:34:33.266085+00:00,11,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.305230+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T03:11:41.995145+00:00|Buy the dip on 21869, 22489 target for s-dup",banknifty_baba,"Buy the dip on 21869, 22489 target for swing trade #intraday $NIFTY Budget session ahead, stay alert.",2026-09-05 03:11:41.995145+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.314518+00:00,['NIFTY'],2026-09-05
"niftyguru|2026-09-05T00:39:05.132067+00:00|FIIs buying heavily today, #sensex could-dup",niftyguru,"FIIs buying heavily today, #sensex could test 23680 by expiry RBI policy day today.",2026-09-05 00:39:05.132067+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.315046+00:00,[],2026-09-05
niftyguru|2026-09-05T04:12:19.069235+00:00|Nifty ne resistance todi! bullish moment,niftyguru,"Nifty ne resistance todi! bullish momentum building, 22517 ke upar accumulate karo #nifty50",2026-09-05 04:12:19.069235+00:00,7,1,0,"['nifty50', 'banknifty']",[],nifty50,2026-09-05 19:16:04.308092+00:00,[],2026-09-05
